model,revision,qid,shift,correct_label,logit_A,logit_B,logit_C,logit_D
EleutherAI/pythia-2.8b-deduped,step143000,67,0,C,14.4921875,14.34375,14.421875,14.53125
EleutherAI/pythia-2.8b-deduped,step143000,67,1,B,14.3359375,14.1875,14.2578125,14.40625
EleutherAI/pythia-2.8b-deduped,step143000,67,2,A,14.65625,14.3984375,14.5859375,14.6796875
EleutherAI/pythia-2.8b-deduped,step143000,67,3,D,14.46875,14.265625,14.5234375,14.53125
EleutherAI/pythia-2.8b-deduped,step143000,68,0,D,14.7421875,14.6640625,14.5546875,14.1875
EleutherAI/pythia-2.8b-deduped,step143000,68,1,C,14.7109375,14.671875,14.671875,14.390625
EleutherAI/pythia-2.8b-deduped,step143000,68,2,B,14.71875,14.6953125,14.59375,14.3671875
EleutherAI/pythia-2.8b-deduped,step143000,68,3,A,14.59375,14.7109375,14.6015625,14.3125
EleutherAI/pythia-2.8b-deduped,step143000,69,0,D,14.734375,15.0625,14.765625,14.8203125
EleutherAI/pythia-2.8b-deduped,step143000,69,1,C,14.65625,15.0546875,14.8984375,15.046875
EleutherAI/pythia-2.8b-deduped,step143000,69,2,B,15.0078125,15.25,15.0546875,15.1484375
EleutherAI/pythia-2.8b-deduped,step143000,69,3,A,14.75,15.125,14.875,14.9453125
EleutherAI/pythia-2.8b-deduped,step143000,70,0,A,14.3046875,14.5078125,14.75,14.359375
EleutherAI/pythia-2.8b-deduped,step143000,70,1,D,14.6875,15.0078125,15.1328125,14.8203125
EleutherAI/pythia-2.8b-deduped,step143000,70,2,C,14.703125,14.65625,14.8515625,14.59375
EleutherAI/pythia-2.8b-deduped,step143000,70,3,B,14.390625,14.515625,14.671875,14.4296875
EleutherAI/pythia-2.8b-deduped,step143000,71,0,A,14.1171875,14.8125,14.78125,14.4765625
EleutherAI/pythia-2.8b-deduped,step143000,71,1,D,14.296875,14.8671875,14.9375,14.5390625
EleutherAI/pythia-2.8b-deduped,step143000,71,2,C,14.1328125,14.8515625,14.859375,14.4609375
EleutherAI/pythia-2.8b-deduped,step143000,71,3,B,14.1796875,14.8984375,14.9296875,14.4921875
EleutherAI/pythia-2.8b-deduped,step143000,72,0,D,15.203125,15.796875,15.765625,15.9375
EleutherAI/pythia-2.8b-deduped,step143000,72,1,C,15.21875,15.7734375,15.8125,15.8984375
EleutherAI/pythia-2.8b-deduped,step143000,72,2,B,15.265625,15.84375,15.8359375,15.9296875
EleutherAI/pythia-2.8b-deduped,step143000,72,3,A,15.2734375,15.8125,15.8125,15.9453125
EleutherAI/pythia-2.8b-deduped,step143000,73,0,D,14.703125,14.8828125,15.0078125,14.9375
EleutherAI/pythia-2.8b-deduped,step143000,73,1,C,14.734375,15.0,15.078125,14.9453125
EleutherAI/pythia-2.8b-deduped,step143000,73,2,B,14.7890625,15.0859375,15.109375,15.078125
EleutherAI/pythia-2.8b-deduped,step143000,73,3,A,14.7734375,15.1484375,15.015625,15.0
EleutherAI/pythia-2.8b-deduped,step143000,74,0,C,14.515625,15.0703125,14.875,14.6328125
EleutherAI/pythia-2.8b-deduped,step143000,74,1,B,14.671875,15.1640625,14.8828125,14.546875
EleutherAI/pythia-2.8b-deduped,step143000,74,2,A,14.5703125,15.1796875,14.96875,14.6171875
EleutherAI/pythia-2.8b-deduped,step143000,74,3,D,14.40625,15.0625,14.8046875,14.40625
EleutherAI/pythia-2.8b-deduped,step143000,75,0,A,15.0234375,14.953125,15.125,14.875
EleutherAI/pythia-2.8b-deduped,step143000,75,1,D,15.0703125,14.9921875,15.2578125,15.0625
EleutherAI/pythia-2.8b-deduped,step143000,75,2,C,15.140625,15.1484375,15.296875,15.1171875
EleutherAI/pythia-2.8b-deduped,step143000,75,3,B,14.796875,14.9296875,14.984375,14.84375
EleutherAI/pythia-2.8b-deduped,step143000,76,0,C,15.3671875,15.2578125,15.484375,15.2421875
EleutherAI/pythia-2.8b-deduped,step143000,76,1,B,15.4140625,15.46875,15.53125,15.265625
EleutherAI/pythia-2.8b-deduped,step143000,76,2,A,15.375,15.3671875,15.359375,15.1953125
EleutherAI/pythia-2.8b-deduped,step143000,76,3,D,15.34375,15.34375,15.3984375,15.328125
EleutherAI/pythia-2.8b-deduped,step143000,77,0,C,14.4140625,15.1171875,14.921875,14.734375
EleutherAI/pythia-2.8b-deduped,step143000,77,1,B,14.3125,15.0625,14.7265625,14.8046875
EleutherAI/pythia-2.8b-deduped,step143000,77,2,A,14.1875,14.8125,14.6015625,14.5390625
EleutherAI/pythia-2.8b-deduped,step143000,77,3,D,14.2109375,14.859375,14.7578125,14.7578125
EleutherAI/pythia-2.8b-deduped,step143000,78,0,B,14.3515625,14.4140625,14.546875,14.515625
EleutherAI/pythia-2.8b-deduped,step143000,78,1,A,14.28125,14.5078125,14.5078125,14.671875
EleutherAI/pythia-2.8b-deduped,step143000,78,2,D,14.4921875,14.6015625,14.75,14.734375
EleutherAI/pythia-2.8b-deduped,step143000,78,3,C,14.4453125,14.453125,14.625,14.5390625
EleutherAI/pythia-2.8b-deduped,step143000,79,0,C,14.4296875,14.7109375,14.5078125,14.34375
EleutherAI/pythia-2.8b-deduped,step143000,79,1,B,14.3046875,14.484375,14.296875,14.28125
EleutherAI/pythia-2.8b-deduped,step143000,79,2,A,14.40625,14.625,14.3828125,14.2421875
EleutherAI/pythia-2.8b-deduped,step143000,79,3,D,14.296875,14.609375,14.3515625,14.28125
EleutherAI/pythia-2.8b-deduped,step143000,80,0,A,15.515625,15.6328125,15.671875,15.3125
EleutherAI/pythia-2.8b-deduped,step143000,80,1,D,15.4140625,15.5390625,15.6953125,15.3671875
EleutherAI/pythia-2.8b-deduped,step143000,80,2,C,15.4296875,15.5625,15.7265625,15.2421875
EleutherAI/pythia-2.8b-deduped,step143000,80,3,B,15.46875,15.703125,15.75,15.34375
EleutherAI/pythia-2.8b-deduped,step143000,81,0,A,14.8359375,15.2421875,15.1875,15.25
EleutherAI/pythia-2.8b-deduped,step143000,81,1,D,14.8359375,15.2890625,15.28125,15.296875
EleutherAI/pythia-2.8b-deduped,step143000,81,2,C,14.9140625,15.2890625,15.171875,15.2890625
EleutherAI/pythia-2.8b-deduped,step143000,81,3,B,14.8125,15.1875,15.1015625,15.1953125
EleutherAI/pythia-2.8b-deduped,step143000,82,0,C,15.1640625,15.3125,15.2890625,15.203125
EleutherAI/pythia-2.8b-deduped,step143000,82,1,B,15.1484375,15.3359375,15.3359375,15.1796875
EleutherAI/pythia-2.8b-deduped,step143000,82,2,A,15.234375,15.390625,15.34375,15.3203125
EleutherAI/pythia-2.8b-deduped,step143000,82,3,D,15.1875,15.3046875,15.34375,15.125
EleutherAI/pythia-2.8b-deduped,step143000,83,0,B,15.2109375,15.7265625,15.5234375,15.3828125
EleutherAI/pythia-2.8b-deduped,step143000,83,1,A,15.15625,15.5546875,15.515625,15.2890625
EleutherAI/pythia-2.8b-deduped,step143000,83,2,D,15.1015625,15.671875,15.5078125,15.359375
EleutherAI/pythia-2.8b-deduped,step143000,83,3,C,15.140625,15.578125,15.4765625,15.421875
EleutherAI/pythia-2.8b-deduped,step143000,84,0,A,15.1484375,15.3203125,15.53125,15.3046875
EleutherAI/pythia-2.8b-deduped,step143000,84,1,D,15.15625,15.484375,15.46875,15.3828125
EleutherAI/pythia-2.8b-deduped,step143000,84,2,C,15.3203125,15.6484375,15.8046875,15.5234375
EleutherAI/pythia-2.8b-deduped,step143000,84,3,B,15.0078125,15.40625,15.359375,15.3125
EleutherAI/pythia-2.8b-deduped,step143000,85,0,C,15.5,15.53125,15.5390625,15.390625
EleutherAI/pythia-2.8b-deduped,step143000,85,1,B,15.1640625,15.265625,15.3515625,15.21875
EleutherAI/pythia-2.8b-deduped,step143000,85,2,A,15.4921875,15.3671875,15.4765625,15.3359375
EleutherAI/pythia-2.8b-deduped,step143000,85,3,D,15.265625,15.2578125,15.265625,15.1171875
EleutherAI/pythia-2.8b-deduped,step143000,86,0,A,14.5546875,14.8984375,14.7578125,14.6484375
EleutherAI/pythia-2.8b-deduped,step143000,86,1,D,14.6484375,14.921875,14.796875,14.734375
EleutherAI/pythia-2.8b-deduped,step143000,86,2,C,14.5546875,14.9453125,14.9140625,14.765625
EleutherAI/pythia-2.8b-deduped,step143000,86,3,B,14.6015625,15.046875,14.9140625,14.6953125
EleutherAI/pythia-2.8b-deduped,step143000,87,0,A,15.59375,15.3828125,15.4609375,15.2734375
EleutherAI/pythia-2.8b-deduped,step143000,87,1,D,15.7265625,15.59375,15.65625,15.3671875
EleutherAI/pythia-2.8b-deduped,step143000,87,2,C,15.796875,15.6484375,15.640625,15.40625
EleutherAI/pythia-2.8b-deduped,step143000,87,3,B,15.6796875,15.4609375,15.421875,15.2421875
EleutherAI/pythia-2.8b-deduped,step143000,88,0,A,14.6875,15.1484375,15.09375,14.7265625
EleutherAI/pythia-2.8b-deduped,step143000,88,1,D,14.671875,15.1953125,15.0546875,14.7734375
EleutherAI/pythia-2.8b-deduped,step143000,88,2,C,14.625,15.0625,15.0703125,14.7421875
EleutherAI/pythia-2.8b-deduped,step143000,88,3,B,14.8359375,15.34375,15.2421875,14.8828125
EleutherAI/pythia-2.8b-deduped,step143000,89,0,A,14.8671875,14.796875,14.921875,14.703125
EleutherAI/pythia-2.8b-deduped,step143000,89,1,D,14.7734375,14.734375,14.8515625,14.6875
EleutherAI/pythia-2.8b-deduped,step143000,89,2,C,14.7578125,14.59375,14.734375,14.6328125
EleutherAI/pythia-2.8b-deduped,step143000,89,3,B,14.6953125,14.625,14.8359375,14.6953125
EleutherAI/pythia-2.8b-deduped,step143000,90,0,B,14.546875,14.796875,14.65625,14.671875
EleutherAI/pythia-2.8b-deduped,step143000,90,1,A,14.671875,15.0078125,14.875,14.9140625
EleutherAI/pythia-2.8b-deduped,step143000,90,2,D,14.640625,15.015625,14.8046875,14.9921875
EleutherAI/pythia-2.8b-deduped,step143000,90,3,C,14.7578125,15.09375,14.9921875,15.0390625
EleutherAI/pythia-2.8b-deduped,step143000,91,0,A,14.9609375,15.34375,15.2109375,15.3671875
EleutherAI/pythia-2.8b-deduped,step143000,91,1,D,15.0234375,15.3984375,15.2578125,15.40625
EleutherAI/pythia-2.8b-deduped,step143000,91,2,C,14.96875,15.3828125,15.2578125,15.375
EleutherAI/pythia-2.8b-deduped,step143000,91,3,B,14.9375,15.3671875,15.2265625,15.3515625
EleutherAI/pythia-2.8b-deduped,step143000,92,0,D,14.3828125,15.0859375,14.9765625,14.859375
EleutherAI/pythia-2.8b-deduped,step143000,92,1,C,14.6484375,15.1875,15.171875,14.9453125
EleutherAI/pythia-2.8b-deduped,step143000,92,2,B,14.4609375,15.2109375,15.1875,14.8984375
EleutherAI/pythia-2.8b-deduped,step143000,92,3,A,14.4765625,15.15625,15.1328125,14.8515625
EleutherAI/pythia-2.8b-deduped,step143000,93,0,D,14.9921875,15.34375,15.5234375,15.28125
EleutherAI/pythia-2.8b-deduped,step143000,93,1,C,14.9140625,15.4375,15.3984375,15.25
EleutherAI/pythia-2.8b-deduped,step143000,93,2,B,15.25,15.6640625,15.703125,15.2109375
EleutherAI/pythia-2.8b-deduped,step143000,93,3,A,15.1328125,15.703125,15.5390625,15.4609375
EleutherAI/pythia-2.8b-deduped,step143000,94,0,B,14.4921875,14.3828125,14.5390625,14.6953125
EleutherAI/pythia-2.8b-deduped,step143000,94,1,A,14.390625,14.328125,14.4375,14.640625
EleutherAI/pythia-2.8b-deduped,step143000,94,2,D,14.3984375,14.359375,14.3671875,14.5703125
EleutherAI/pythia-2.8b-deduped,step143000,94,3,C,14.546875,14.453125,14.4921875,14.6484375
EleutherAI/pythia-2.8b-deduped,step143000,95,0,C,14.4921875,15.2421875,15.5625,15.3671875
EleutherAI/pythia-2.8b-deduped,step143000,95,1,B,14.3828125,15.1640625,15.4765625,15.2265625
EleutherAI/pythia-2.8b-deduped,step143000,95,2,A,14.2109375,15.046875,15.3125,15.1953125
EleutherAI/pythia-2.8b-deduped,step143000,95,3,D,14.28125,15.0234375,15.28125,15.2265625
EleutherAI/pythia-2.8b-deduped,step143000,96,0,A,14.5234375,15.140625,15.2578125,14.78125
EleutherAI/pythia-2.8b-deduped,step143000,96,1,D,14.3359375,14.9453125,14.953125,14.65625
EleutherAI/pythia-2.8b-deduped,step143000,96,2,C,14.1640625,14.734375,14.8984375,14.671875
EleutherAI/pythia-2.8b-deduped,step143000,96,3,B,14.3984375,14.9765625,15.0390625,14.8046875
EleutherAI/pythia-2.8b-deduped,step143000,97,0,B,15.265625,15.2109375,15.3046875,15.234375
EleutherAI/pythia-2.8b-deduped,step143000,97,1,A,15.234375,15.1328125,15.2890625,15.2578125
EleutherAI/pythia-2.8b-deduped,step143000,97,2,D,15.359375,15.1875,15.484375,15.3984375
EleutherAI/pythia-2.8b-deduped,step143000,97,3,C,15.21875,15.0859375,15.28125,15.15625
EleutherAI/pythia-2.8b-deduped,step143000,98,0,C,15.3671875,15.84375,15.890625,15.84375
EleutherAI/pythia-2.8b-deduped,step143000,98,1,B,15.4140625,16.0,16.0,15.875
EleutherAI/pythia-2.8b-deduped,step143000,98,2,A,15.0390625,15.6171875,15.609375,15.5703125
EleutherAI/pythia-2.8b-deduped,step143000,98,3,D,15.2421875,15.828125,15.890625,15.734375
EleutherAI/pythia-2.8b-deduped,step143000,99,0,A,14.53125,14.765625,14.9921875,14.8515625
EleutherAI/pythia-2.8b-deduped,step143000,99,1,D,14.59375,14.8984375,15.0234375,14.953125
EleutherAI/pythia-2.8b-deduped,step143000,99,2,C,14.4921875,14.7734375,14.8671875,14.6640625
EleutherAI/pythia-2.8b-deduped,step143000,99,3,B,14.46875,14.7890625,14.9140625,14.8046875
EleutherAI/pythia-2.8b-deduped,step143000,100,0,A,14.765625,15.0390625,15.125,14.9140625
EleutherAI/pythia-2.8b-deduped,step143000,100,1,D,14.7734375,14.9609375,15.078125,14.9140625
EleutherAI/pythia-2.8b-deduped,step143000,100,2,C,14.9453125,15.2109375,15.28125,15.046875
EleutherAI/pythia-2.8b-deduped,step143000,100,3,B,14.8984375,15.0625,15.1640625,15.0546875
EleutherAI/pythia-2.8b-deduped,step143000,101,0,C,15.078125,15.15625,15.2421875,14.9921875
EleutherAI/pythia-2.8b-deduped,step143000,101,1,B,14.90625,14.9921875,15.140625,14.84375
EleutherAI/pythia-2.8b-deduped,step143000,101,2,A,14.8828125,15.03125,15.0859375,14.765625
EleutherAI/pythia-2.8b-deduped,step143000,101,3,D,15.0546875,15.09375,15.1484375,14.96875
EleutherAI/pythia-2.8b-deduped,step143000,102,0,A,14.6328125,14.46875,14.609375,14.40625
EleutherAI/pythia-2.8b-deduped,step143000,102,1,D,14.6171875,14.46875,14.5859375,14.546875
EleutherAI/pythia-2.8b-deduped,step143000,102,2,C,14.578125,14.4140625,14.5625,14.3984375
EleutherAI/pythia-2.8b-deduped,step143000,102,3,B,14.625,14.4375,14.609375,14.4921875
EleutherAI/pythia-2.8b-deduped,step143000,103,0,B,14.6796875,15.0625,15.2890625,15.0
EleutherAI/pythia-2.8b-deduped,step143000,103,1,A,14.734375,15.015625,15.3203125,15.078125
EleutherAI/pythia-2.8b-deduped,step143000,103,2,D,14.6171875,14.8984375,15.2578125,15.015625
EleutherAI/pythia-2.8b-deduped,step143000,103,3,C,14.71875,15.078125,15.296875,15.0625
EleutherAI/pythia-2.8b-deduped,step143000,104,0,A,15.015625,15.3984375,15.421875,15.234375
EleutherAI/pythia-2.8b-deduped,step143000,104,1,D,15.015625,15.53125,15.5703125,15.171875
EleutherAI/pythia-2.8b-deduped,step143000,104,2,C,14.90625,15.3359375,15.4765625,15.125
EleutherAI/pythia-2.8b-deduped,step143000,104,3,B,14.734375,15.15625,15.2578125,14.921875
EleutherAI/pythia-2.8b-deduped,step143000,105,0,D,15.8671875,16.078125,16.109375,15.71875
EleutherAI/pythia-2.8b-deduped,step143000,105,1,C,15.7109375,15.921875,15.9765625,15.578125
EleutherAI/pythia-2.8b-deduped,step143000,105,2,B,15.8046875,16.0625,16.09375,15.6875
EleutherAI/pythia-2.8b-deduped,step143000,105,3,A,15.75,15.953125,16.015625,15.6640625
EleutherAI/pythia-2.8b-deduped,step143000,106,0,D,14.625,15.3515625,15.125,14.9765625
EleutherAI/pythia-2.8b-deduped,step143000,106,1,C,14.4921875,15.3125,15.140625,14.921875
EleutherAI/pythia-2.8b-deduped,step143000,106,2,B,14.421875,15.2421875,15.1796875,14.8671875
EleutherAI/pythia-2.8b-deduped,step143000,106,3,A,14.5859375,15.34375,15.0859375,14.8515625
EleutherAI/pythia-2.8b-deduped,step143000,107,0,C,14.6015625,15.171875,14.9453125,14.9765625
EleutherAI/pythia-2.8b-deduped,step143000,107,1,B,14.7421875,15.2265625,14.953125,15.0
EleutherAI/pythia-2.8b-deduped,step143000,107,2,A,14.6796875,15.1328125,15.015625,15.0234375
EleutherAI/pythia-2.8b-deduped,step143000,107,3,D,14.65625,15.1796875,14.9765625,14.9765625
EleutherAI/pythia-2.8b-deduped,step143000,108,0,A,14.875,15.0390625,14.828125,14.8203125
EleutherAI/pythia-2.8b-deduped,step143000,108,1,D,14.96875,15.1171875,14.9375,15.046875
EleutherAI/pythia-2.8b-deduped,step143000,108,2,C,15.09375,15.2734375,15.0546875,15.09375
EleutherAI/pythia-2.8b-deduped,step143000,108,3,B,15.0859375,15.234375,15.0234375,15.09375
EleutherAI/pythia-2.8b-deduped,step143000,109,0,C,14.8203125,15.1640625,15.3046875,15.0703125
EleutherAI/pythia-2.8b-deduped,step143000,109,1,B,14.6796875,14.8828125,15.0859375,14.8671875
EleutherAI/pythia-2.8b-deduped,step143000,109,2,A,14.921875,15.15625,15.359375,15.15625
EleutherAI/pythia-2.8b-deduped,step143000,109,3,D,14.7890625,15.1328125,15.3203125,15.046875
EleutherAI/pythia-2.8b-deduped,step143000,110,0,B,14.953125,15.0546875,15.375,15.1875
EleutherAI/pythia-2.8b-deduped,step143000,110,1,A,14.90625,15.109375,15.2421875,15.1796875
EleutherAI/pythia-2.8b-deduped,step143000,110,2,D,14.5546875,14.9296875,15.09375,15.078125
EleutherAI/pythia-2.8b-deduped,step143000,110,3,C,14.703125,14.9140625,15.25,15.109375
EleutherAI/pythia-2.8b-deduped,step143000,111,0,B,15.4140625,15.546875,15.5,15.5625
EleutherAI/pythia-2.8b-deduped,step143000,111,1,A,15.4375,15.484375,15.6328125,15.6171875
EleutherAI/pythia-2.8b-deduped,step143000,111,2,D,15.3203125,15.375,15.4765625,15.5390625
EleutherAI/pythia-2.8b-deduped,step143000,111,3,C,15.5,15.5390625,15.59375,15.5703125
EleutherAI/pythia-2.8b-deduped,step143000,112,0,A,15.3203125,15.0859375,15.2578125,15.171875
EleutherAI/pythia-2.8b-deduped,step143000,112,1,D,15.4609375,15.203125,15.3359375,15.2109375
EleutherAI/pythia-2.8b-deduped,step143000,112,2,C,15.5,15.2421875,15.5078125,15.3671875
EleutherAI/pythia-2.8b-deduped,step143000,112,3,B,15.6484375,15.4921875,15.65625,15.4453125
EleutherAI/pythia-2.8b-deduped,step143000,113,0,A,14.9765625,15.6484375,15.8203125,15.5859375
EleutherAI/pythia-2.8b-deduped,step143000,113,1,D,14.9375,15.6328125,15.6875,15.5625
EleutherAI/pythia-2.8b-deduped,step143000,113,2,C,15.015625,15.609375,15.765625,15.546875
EleutherAI/pythia-2.8b-deduped,step143000,113,3,B,14.921875,15.5546875,15.6640625,15.5859375
EleutherAI/pythia-2.8b-deduped,step143000,114,0,C,15.3203125,15.0546875,14.8046875,14.6171875
EleutherAI/pythia-2.8b-deduped,step143000,114,1,B,15.390625,15.1796875,14.9609375,14.703125
EleutherAI/pythia-2.8b-deduped,step143000,114,2,A,15.34375,15.2734375,15.1015625,14.7890625
EleutherAI/pythia-2.8b-deduped,step143000,114,3,D,15.359375,15.234375,15.0390625,14.7109375
EleutherAI/pythia-2.8b-deduped,step143000,115,0,B,15.234375,15.484375,15.203125,15.203125
EleutherAI/pythia-2.8b-deduped,step143000,115,1,A,15.3125,15.5546875,15.34375,15.359375
EleutherAI/pythia-2.8b-deduped,step143000,115,2,D,15.265625,15.5703125,15.3515625,15.265625
EleutherAI/pythia-2.8b-deduped,step143000,115,3,C,15.1640625,15.4609375,15.3046875,15.203125
EleutherAI/pythia-2.8b-deduped,step143000,116,0,B,14.875,14.65625,14.8984375,14.71875
EleutherAI/pythia-2.8b-deduped,step143000,116,1,A,14.671875,14.5390625,14.7890625,14.6796875
EleutherAI/pythia-2.8b-deduped,step143000,116,2,D,14.609375,14.6796875,15.0078125,14.7578125
EleutherAI/pythia-2.8b-deduped,step143000,116,3,C,14.9609375,14.9453125,15.125,15.03125
EleutherAI/pythia-2.8b-deduped,step143000,117,0,B,14.359375,14.8984375,15.1640625,15.0078125
EleutherAI/pythia-2.8b-deduped,step143000,117,1,A,14.5078125,14.9765625,15.1875,15.1015625
EleutherAI/pythia-2.8b-deduped,step143000,117,2,D,14.484375,15.0078125,15.3046875,15.0859375
EleutherAI/pythia-2.8b-deduped,step143000,117,3,C,14.3515625,14.875,15.21875,15.046875
EleutherAI/pythia-2.8b-deduped,step143000,118,0,C,14.3515625,14.6484375,14.59375,14.484375
EleutherAI/pythia-2.8b-deduped,step143000,118,1,B,14.2421875,14.5546875,14.4921875,14.4921875
EleutherAI/pythia-2.8b-deduped,step143000,118,2,A,14.2421875,14.6171875,14.546875,14.484375
EleutherAI/pythia-2.8b-deduped,step143000,118,3,D,14.296875,14.7109375,14.59375,14.6015625
EleutherAI/pythia-2.8b-deduped,step143000,119,0,A,14.3203125,13.4609375,13.71875,13.4140625
EleutherAI/pythia-2.8b-deduped,step143000,119,1,D,14.09375,13.5234375,13.7265625,13.765625
EleutherAI/pythia-2.8b-deduped,step143000,119,2,C,14.03125,13.6328125,13.875,13.609375
EleutherAI/pythia-2.8b-deduped,step143000,119,3,B,13.84375,13.3125,13.640625,13.390625
EleutherAI/pythia-2.8b-deduped,step143000,120,0,D,14.25,14.9765625,14.8203125,14.6875
EleutherAI/pythia-2.8b-deduped,step143000,120,1,C,14.4765625,15.0234375,15.0234375,14.7421875
EleutherAI/pythia-2.8b-deduped,step143000,120,2,B,14.3046875,15.0859375,15.0234375,14.703125
EleutherAI/pythia-2.8b-deduped,step143000,120,3,A,14.3125,15.03125,14.9921875,14.65625
EleutherAI/pythia-2.8b-deduped,step143000,121,0,D,15.59375,15.7890625,15.5390625,15.53125
EleutherAI/pythia-2.8b-deduped,step143000,121,1,C,15.5546875,15.75,15.515625,15.484375
EleutherAI/pythia-2.8b-deduped,step143000,121,2,B,15.6328125,15.890625,15.5859375,15.515625
EleutherAI/pythia-2.8b-deduped,step143000,121,3,A,15.5859375,15.7265625,15.453125,15.453125
EleutherAI/pythia-2.8b-deduped,step143000,122,0,C,14.7578125,14.7421875,14.890625,14.8828125
EleutherAI/pythia-2.8b-deduped,step143000,122,1,B,14.6796875,14.6796875,14.8125,14.8203125
EleutherAI/pythia-2.8b-deduped,step143000,122,2,A,14.65625,14.734375,14.78125,14.8125
EleutherAI/pythia-2.8b-deduped,step143000,122,3,D,14.78125,14.6953125,14.875,14.8125
EleutherAI/pythia-2.8b-deduped,step143000,123,0,A,14.4296875,14.5,14.5,14.34375
EleutherAI/pythia-2.8b-deduped,step143000,123,1,D,14.2890625,14.7265625,14.671875,14.4765625
EleutherAI/pythia-2.8b-deduped,step143000,123,2,C,14.1640625,14.59375,14.5078125,14.3125
EleutherAI/pythia-2.8b-deduped,step143000,123,3,B,14.03125,14.515625,14.3125,14.109375
EleutherAI/pythia-2.8b-deduped,step143000,124,0,C,15.109375,15.015625,14.8828125,14.5859375
EleutherAI/pythia-2.8b-deduped,step143000,124,1,B,15.203125,15.1171875,14.828125,14.5390625
EleutherAI/pythia-2.8b-deduped,step143000,124,2,A,15.1640625,15.0234375,14.875,14.6015625
EleutherAI/pythia-2.8b-deduped,step143000,124,3,D,15.1796875,15.0625,14.921875,14.6015625
EleutherAI/pythia-2.8b-deduped,step143000,125,0,C,14.9765625,14.859375,15.265625,15.1875
EleutherAI/pythia-2.8b-deduped,step143000,125,1,B,15.03125,14.921875,15.34375,15.25
EleutherAI/pythia-2.8b-deduped,step143000,125,2,A,15.0859375,14.890625,15.3515625,15.234375
EleutherAI/pythia-2.8b-deduped,step143000,125,3,D,15.0546875,14.953125,15.3125,15.21875
EleutherAI/pythia-2.8b-deduped,step143000,126,0,B,14.875,15.1875,15.234375,15.0390625
EleutherAI/pythia-2.8b-deduped,step143000,126,1,A,14.65625,15.1171875,15.21875,15.046875
EleutherAI/pythia-2.8b-deduped,step143000,126,2,D,14.703125,15.1171875,15.140625,14.8203125
EleutherAI/pythia-2.8b-deduped,step143000,126,3,C,14.890625,15.15625,15.375,15.03125
EleutherAI/pythia-2.8b-deduped,step143000,127,0,A,15.4609375,15.578125,15.65625,15.59375
EleutherAI/pythia-2.8b-deduped,step143000,127,1,D,15.40625,15.7109375,15.609375,15.609375
EleutherAI/pythia-2.8b-deduped,step143000,127,2,C,15.6015625,15.84375,15.75,15.7265625
EleutherAI/pythia-2.8b-deduped,step143000,127,3,B,15.5546875,15.734375,15.703125,15.59375
EleutherAI/pythia-2.8b-deduped,step143000,128,0,A,15.1484375,15.84375,15.875,15.5859375
EleutherAI/pythia-2.8b-deduped,step143000,128,1,D,15.1015625,15.8984375,15.84375,15.609375
EleutherAI/pythia-2.8b-deduped,step143000,128,2,C,15.0234375,15.796875,15.859375,15.5625
EleutherAI/pythia-2.8b-deduped,step143000,128,3,B,15.03125,15.71875,15.84375,15.375
EleutherAI/pythia-2.8b-deduped,step143000,129,0,C,14.40625,15.25,15.1796875,14.984375
EleutherAI/pythia-2.8b-deduped,step143000,129,1,B,14.59375,15.25,15.3125,15.0078125
EleutherAI/pythia-2.8b-deduped,step143000,129,2,A,14.4140625,15.3359375,15.3359375,14.9921875
EleutherAI/pythia-2.8b-deduped,step143000,129,3,D,14.390625,15.234375,15.2421875,14.8828125
EleutherAI/pythia-2.8b-deduped,step143000,130,0,D,14.7578125,15.25,15.09375,14.6484375
EleutherAI/pythia-2.8b-deduped,step143000,130,1,C,14.71875,15.1640625,15.0390625,14.640625
EleutherAI/pythia-2.8b-deduped,step143000,130,2,B,14.671875,15.140625,15.0234375,14.625
EleutherAI/pythia-2.8b-deduped,step143000,130,3,A,14.671875,15.03125,14.9453125,14.5
EleutherAI/pythia-2.8b-deduped,step143000,131,0,A,14.7109375,15.3203125,15.5390625,15.1640625
EleutherAI/pythia-2.8b-deduped,step143000,131,1,D,14.8359375,15.4296875,15.640625,15.359375
EleutherAI/pythia-2.8b-deduped,step143000,131,2,C,14.7421875,15.375,15.578125,15.3203125
EleutherAI/pythia-2.8b-deduped,step143000,131,3,B,14.7734375,15.4375,15.6953125,15.375
EleutherAI/pythia-2.8b-deduped,step143000,132,0,C,14.984375,15.578125,15.6015625,15.65625
EleutherAI/pythia-2.8b-deduped,step143000,132,1,B,14.96875,15.6015625,15.5546875,15.6484375
EleutherAI/pythia-2.8b-deduped,step143000,132,2,A,14.9140625,15.375,15.4609375,15.5
EleutherAI/pythia-2.8b-deduped,step143000,132,3,D,14.921875,15.546875,15.5390625,15.640625
EleutherAI/pythia-2.8b-deduped,step143000,133,0,B,14.1796875,14.65625,15.1171875,14.8359375
EleutherAI/pythia-2.8b-deduped,step143000,133,1,A,13.9453125,14.4609375,14.921875,14.734375
EleutherAI/pythia-2.8b-deduped,step143000,133,2,D,13.734375,14.484375,14.7421875,14.6171875
EleutherAI/pythia-2.8b-deduped,step143000,133,3,C,13.6171875,14.21875,14.6484375,14.546875
EleutherAI/pythia-2.8b-deduped,step143000,134,0,D,14.015625,14.1953125,14.25,14.3984375
